nct_id,name
NCT00536640,"Carcinoma, Non-Small-Cell Lung"
NCT00538356,Ventricular Fibrillation
NCT00538356,Ventricular Tachycardia
NCT00538356,Congestive Heart Failure
NCT00538928,Acute Respiratory Distress Syndrome
NCT00170326,Cardiac Pacing Indication classI/IIa According AHA/ACC
NCT00170690,Ovarian Cancer
NCT00543686,Asthma
NCT00543881,Chronic Heart Failure
NCT00545493,Rasmussen Encephalitis
NCT00547209,Anesthesia
NCT00547651,Small Cell Lung Cancer
NCT00550004,Pancreatic Cancer
NCT00552981,Common Cold
NCT00554164,"Lymphoma, High-grade"
NCT00554502,IgA Nephropathy
NCT00556608,"Osteoarthritis, Knee"
NCT00557921,Acute Coronary Syndrome
NCT00557921,Myocardial Infarction
NCT00557921,Coronary Artery Disease
NCT00557921,Percutaneous Coronary Intervention
NCT00558311,Aneurysmal Subarachnoid Hemorrhage
NCT00560430,Hypertension
NCT00560430,Metabolic Syndrome
NCT00560430,Hypertriglyceridemia
NCT00562107,Assess the Benefits From the AAISafeR/SafeR Algorithm of Symphony 2550 or REPLYTM DR in a Wide Range of Pacemaker Patients.
NCT00180089,Leukemia
NCT00180089,Graft-Versus-Host Disease
NCT00180102,"Leukemia, Nonlymphocytic, Acute"
NCT00564239,Anxiety Symptoms
NCT00564239,Depressive Symptoms
NCT00564239,Somatoform Symptoms
NCT00567554,Breast Cancer
NCT00567736,Chronic Low Back Pain
NCT00567801,Lower Extremity Ischemia
NCT00571168,Multiple Myeloma
NCT00182819,Brain and Central Nervous System Tumors
NCT00574132,Alzheimer's Disease
NCT00185159,"Diabetes Mellitus, Type 2"
NCT00185159,Cardiovascular Disease
NCT00185159,Kidney Disease
NCT00579657,Overweight
NCT00579657,Obesity
NCT00579657,Metabolic Syndrome
NCT00583830,Non Small Cell Lung Cancer
NCT00598533,Coronary Heart Disease
NCT00598611,Chronic Urticaria
NCT00598637,Coronary Disease
NCT00598676,Coronary Heart Disease
NCT00598715,Coronary Artery Disease
NCT00600444,Cancer
NCT00605748,Atrial Fibrillation
NCT00204529,Melanoma
NCT00204542,Photosensitivity Disorders
NCT00610584,Seasonal Allergic Rhinitis
NCT00611910,Arteriosclerosis of Arterial Coronary Artery Bypass Graft
NCT00612092,Coronary Disease
NCT01742468,Rheumatoid Arthritis
NCT00614224,Stroke
NCT00614224,Hemiparesis
NCT01743768,Asthma
NCT00615732,Chronic Neck Pain
NCT00618280,Tobacco Use Disorder
NCT00618280,Schizophrenia
NCT01755507,Primary Sclerosing Cholangitis
NCT01763112,Pulmonary Artery Hypertension
NCT01763294,Refractory Epilepsy
NCT01766791,Sarcopenia
NCT01766791,Obesity
NCT01767181,Healthy Night Shift Workers
NCT01768585,Coronary Artery Disease
NCT01768585,Coronary Arteriosclerosis
NCT01770080,Episodic Tension-Type Headache
NCT01770990,Depression
NCT01773902,Extreme Prematurity
NCT01774838,Acute Coronary Syndrome
NCT01774838,Unstable Angina
NCT01776112,Schizophrenia
NCT00625898,Breast Cancer
NCT01782365,"Mild Cognitive Impairment, So Stated"
NCT01782391,"Mild Cognitive Impairment, So Stated"
NCT00626717,Keratoconus
NCT01785082,Liver Failure
NCT00627640,Idiopathic Parkinson's Disease
NCT01788800,Panic Disorder
NCT01791790,Elderly Subjects
NCT01792713,Skin Alterations Associated With Atopic Dermatitis
NCT01793558,Thermoregulation Impairment
NCT01793558,Hypothermia
NCT01793558,Postoperative Shivering
NCT01795040,Children With ADHD Symptoms >90th Percentile (FBB-ADHS-V); no Beginning or Completion of Psychotherapeutically or Psychopharmalogical Treatment During the Study
NCT01795482,Preoperative Warming
NCT01795482,Prewarming
NCT01795482,Perioperative Hypothermia
NCT01795482,General Anaesthesia
NCT01795482,Epidural Anaesthesia
NCT01795482,Temperature Monitoring
NCT01797601,Obesity
NCT01797601,Diabetes
NCT01797861,Chronic Central Serous Chorioretinopathy
NCT01797887,Burnout-Syndrome
NCT01798160,Hepatocellular Carcinoma
NCT01799005,Vascular Health
NCT01803789,Fracture of Metacarpal Bone
NCT01806012,Indications for Laparoscopic Supracervical Hysterectomy
NCT01811589,Hydrocephalus
NCT01811966,Hemodynamic Instability
NCT01811966,Hypovolemia
NCT01811966,Anesthesia
NCT01812291,Major Depressive Disorder
NCT01812291,Minor Depressive Disorder
NCT01812291,Sub-Threshold Depression
NCT01812291,Diabetes Mellitus
NCT01812304,Vaginal Abnormality - Baby Delivered
NCT01812616,Cancer
NCT00637169,Respiratory Insufficiency of Prematurity
NCT01816386,"Laparoscopic Surgery of Uterus, Adnex or Ovaries"
NCT01816386,Postoperative Pain
NCT01817738,Prostate Cancer
NCT01818115,Primary Open Angle Glaucoma
NCT01818115,"Glaucoma, Open Angle, Pseudo-exfoliative"
NCT01818115,Cataract Unilateral Pending Extraction
NCT01820702,"Bone Diseases, Metabolic"
NCT01820702,Acid-Base Imbalance
NCT01820702,Muscular Atrophy
NCT01820702,Sprains and Strains
NCT01820702,Protein Metabolism
NCT01820702,Body Weight Changes
NCT01820702,Cardiovascular Abnormalities
NCT00639743,Pulmonary Embolism
NCT00640679,Coronary Artery Disease
NCT01831947,Macular Degeneration
NCT01832389,Aneurysmal Subarachnoid Haemorrhage
NCT01832389,SAH
NCT01833052,Frequency of Cerebral Perfusion Defects After TAVI
NCT01833052,Size of Cerebral Perfusion Defects After TAVI
NCT01834547,Cognitively Healthy Subjects Influenced by Psychoactive Drugs
NCT01834573,Quality of Life in Patients With Inflammatory Bowel Disease
NCT01835678,Type 2-diabetes
NCT01839084,Renal Function After Partial Nephrectomy
NCT01840839,Older Adults (50-90 Years)
NCT01845129,Residual Aphasia
NCT01845142,Vitamin D Deficiency
NCT00646334,Incisional Hernia Repair
NCT01850875,Non-specific Chronic Back Pain
NCT01852526,Spondylolisthesis
NCT00647413,Smoking
NCT00647413,Passive Smoking
NCT00647413,Exposure to Environmental Smoke
NCT01855035,Stroke
NCT01856179,Hypercholesterolemia
NCT01856179,Overweight
NCT01856244,Parkinson's Disease
NCT01858987,Liver Resection
NCT01859416,Nursing Home Residents
NCT01859416,Malnutrition or Risk of Malnutrition
NCT01859429,Cancer
NCT00650143,Acute Myocardial Infarction
NCT01861951,Soft Tissue Sarcoma
NCT01865604,Cerebral Microangiopathy
NCT01865604,CADASIL
NCT01865604,Migraine With Aura
NCT01865604,ICA Stenosis
NCT01867736,Atherosclerosis
NCT01867736,Arteriosclerosis
NCT01867736,Vascular Disease
NCT01867736,Peripheral Artery Disease
NCT01879111,Depressive Episode
NCT01879111,Chronic Ischaemic Heart Disease
NCT01879111,Hypertension
NCT01879241,Amyotrophic Lateral Sclerosis
NCT01879839,Renal Failure Chronic Contrast Induced
NCT01879878,Pancreatic Ductal Adenocarcinoma
NCT01880970,Gastro-intestinal Infections
NCT01880970,Infections With Fever
NCT01883531,Cystic Fibrosis
NCT01883765,Attention Deficit Hyperactivity Disorder
NCT01886014,Mechanisms and Modulators of Placebo Analgesia in Healthy Volunteers
NCT01886365,Hyperglycemia
NCT01890317,"Acute; Myocardial Infarction, Complications"
NCT01890317,Cardiogenic Shock
NCT01896245,"Other Specified Injuries of Vocal Cord, Sequela"
NCT01897558,Bradyarrhythmia
NCT01899456,Hypertension
NCT01899456,Chronic Kidney Disease
NCT01899456,Renal Transplantation
NCT01899456,Sympathetic Activity
NCT01900327,Pancreatic Cancer
NCT01903538,Depression
NCT01905475,Large Reperfused ST-Elevation Myocardial Infarction
NCT00661206,Coronary Artery Disease
NCT01908270,Menopause
NCT01908270,Breast Cancer
NCT00661986,Hypertension
NCT01908855,Somatic Symptom Disorder (DSM-V)
NCT00662428,Depressive Disorder
NCT00662714,Cystic Fibrosis
NCT00662714,Diabetes Mellitus
NCT00663104,Bone Diseases
NCT00663104,Metabolic Syndrome X
NCT01914341,Newborn Infant
NCT00663104,Coronary Disease
NCT01914783,Cardiovascular Morbidity
NCT01914965,Apathy
NCT01914965,Huntington's Disease
NCT01916408,Inflammation
NCT01916408,"Death, Sudden, Cardiac"
NCT01916408,Death
NCT01916408,Heart Diseases
NCT01916408,Cardiovascular Diseases
NCT01916408,Pathologic Processes
NCT01916408,"Death, Sudden"
NCT01916408,Blood Coagulation Disorders
NCT01916408,Respiratory Tract Infections
NCT00664963,Arterial Occlusive Diseases
NCT01921036,Coronary Artery Disease
NCT01921777,Exercise-induced Muscle Soreness
NCT00665223,Huntington's Disease
NCT01923493,Chronic Neck Pain
NCT01924702,Aphasia
NCT01924702,Anomia (Word-Finding Impairment)
NCT01924962,Coronary Heart Disease
NCT00666341,Type I-Allergy
NCT01927549,Cardiogenic Shock
NCT01927549,Acute Myocardial Infarction
NCT01927549,Complications
NCT01927991,Tinnitus
NCT01928810,Panic Disorder
NCT01928810,Agoraphobia
NCT01931592,Cancer
NCT00667667,Postmenopausal
NCT01933191,Dental Anxiety
NCT00668759,Atrial Fibrillation
NCT01934699,Angina Pectoris
NCT01934699,Left Ventricular Wall Motion Abnormalities
NCT01935297,Transcatheter Aortic Valve Replacement
NCT01939639,Healthy Male Volunteers
NCT00670254,Severe Sepsis
NCT00672334,Cardiac Surgery
NCT00672334,Cardiopulmonary Bypass
NCT01942473,Preterm Infant
NCT01942473,RDS
NCT01947595,Diabetes Mellitus Type 2
NCT01953549,Stroke
NCT01954836,Neoplasia
NCT01954836,Cancer
NCT01954836,Fasting
NCT01956175,Stroke
NCT01956175,Dysphagia
NCT01959451,Acute Coronary Syndrome
NCT01959737,Very Low Birthweight Infants
NCT01959737,Mother Child Interaction
NCT01959737,Preterm Infant
NCT00678275,Acute Myeloid Leukemia
NCT00678275,Acute Lymphoblastic Leukemia
NCT01966783,Proctitis
NCT01969929,Macular Hole
NCT01969929,Macular Pucker
NCT01970384,Stroke
NCT01970384,Dysphagia
NCT00681135,Dental Plaque
NCT00681135,Gingivitis
NCT01984788,Hereditary Angioedema
NCT01986517,Mental Disorders
NCT01988818,Hip-surgery
NCT01988818,Knee-surgery
NCT01988818,Spinal-surgery
NCT01993056,Injury
NCT00686244,Metabolic Syndrome
NCT01994928,Respiratory Failure
NCT01995292,Awake Fiberoptic Intubation
NCT00687869,Stroke
NCT02001636,Protein Malnutrition
NCT02001792,Sedation Problems
NCT02001792,Breathing Complications
NCT00690118,Amyotrophic Lateral Sclerosis
NCT02005237,Multiple Sclerosis
NCT02007772,COPD Chronic Obstructive Pulmonary Disease
NCT02008721,Multiple System Atrophy
NCT02012985,Primary Hyperoxaluria
NCT00693888,Dementia
NCT00697333,Non-small Cell Lung Cancer
NCT02027792,Osteoarthritis of the Knee
NCT02029131,Healthy Volunteers With and Without Chronic Low Back Pain
NCT00701142,Aortic Aneurysm
NCT02034279,Advanced Chronic Liver Disease
NCT02034279,Urinary Infection
NCT02034279,Pneumonia
NCT02034279,Cholangitis
NCT02034279,Other Bacterial Diseases
NCT02035709,Postoperative Pain
NCT02038062,Tissue Oxygen Saturation
NCT02039648,Periodontitis
NCT00705965,Depression
NCT00705965,Coronary Artery Disease
NCT02043600,"Colitis, Ulcerative"
NCT00707369,Periodontitis
NCT02044913,"Depression, Anxiety"
NCT00708253,Gastrointestinal Diseases
NCT00710541,Chronic Obstructive Pulmonary Disease
NCT00710541,Hypercapnia
NCT00711295,Influenza
NCT00711503,Type 1 Diabetes
NCT00712101,ST-elevation Myocardial Infarction
NCT00712218,Ovarian Cancer
NCT00715091,Ankylosing Spondylitis
NCT00715806,Claustrophobia
NCT02051621,Atrial Fibrillation
NCT02051621,Atrial Flutter
NCT02051660,Depression
NCT02051660,Psychological Distress
NCT02052193,Metastatic Melanoma (Carrying BRAF V600 Mutation)
NCT00716833,Pain
NCT00716833,Abdominal Surgery
NCT00716833,Thoracic Surgery
NCT00718939,Diastolic Heart Failure
NCT00719667,Heart Disease
NCT00723411,Type 1 Diabetes Mellitus
NCT00724022,Disorder Related to Renal Transplantation
NCT02054468,Neuromuscular Blockade
NCT02054468,Anesthesia
NCT02059369,Atrial Fibrillation
NCT02059369,Recurrence
NCT02066246,Lung Function
NCT00729703,Tachycardia
NCT00730548,Heart Failure
NCT00730548,Ventricular Tachycardia
NCT00730548,Cardiac Desynchronization
NCT00732953,Coronary Artery Disease
NCT00732979,Hemorrhage
NCT02076646,Metastatic Melanoma Stage IV
NCT02078986,Healthy
NCT02078986,Sedentary
NCT02078986,Untrained
NCT00734942,Chronic Illness
NCT00735137,Preterm Birth
NCT02080299,Aortic Valve Stenosis
NCT02084381,Chronic Kidney Failure
NCT02084381,Chronic Inflammation
NCT02090686,Chronic Low Back Pain
NCT02092974,Healthy Young and Older Adults
NCT00742547,Type 2 Diabetes Mellitus
NCT02096562,Knee Pain Swelling
NCT02099968,Hypertension
NCT02099968,Metabolic Syndrome
NCT00745745,Ventricular Tachycardia
NCT00745745,Ventricular Fibrillation
NCT02102919,Poor Performance Status
NCT02102919,Muscle Weakness
NCT00746720,Pain
NCT00746720,"Osteoarthritis, Hip"
NCT00746720,Postoperative Pain
NCT00747487,Leber's Hereditary Optic Neuropathy
NCT00748202,Hereditary Angioedema
NCT02107534,Dyslexia
NCT02107534,Reading Disorder
NCT02107534,Reading Disability
NCT02107534,Developmental Reading Disorder
NCT02110043,Mild Cognitive Impairment (MCI)
NCT02110056,Healthy Older Adults
NCT02110407,Healthy Young Adults
NCT02112396,Alcohol Dependence
NCT02112396,Alcohol Abuse
NCT00751465,"Phobia, Social"
NCT00751959,"Respiratory Distress Syndrome, Newborn"
NCT02115516,Malaria
NCT02115516,Plasmodium Falciparum Malaria
NCT02115880,Depression
NCT02116088,Problematic Behavior in Children
NCT00752336,Exercise Capacity
NCT00752336,Heart Transplantation
NCT02118779,Myotonic Dystrophy Type 1
NCT02121704,Failed Conscious Sedation During Procedure
NCT00757159,Periodontal Disease
NCT00757159,Periodontal Attachment Loss
NCT02125344,Tubular Breast Cancer Stage II
NCT02125344,Tubular Breast Cancer Stage III
NCT02125344,Mucinous Breast Cancer Stage II
NCT02125344,Breast Cancer Female NOS
NCT02125344,Invasive Ductal Breast Cancer
NCT02125344,HER2 Positive Breast Cancer
NCT02125344,Inflammatory Breast Cancer
NCT02125669,Basal Cell Carcinoma
NCT02125903,Total Knee Arthroplasty
NCT02125903,Total Knee Replacement
NCT02125903,Femoral Nerve Block
NCT02125903,Adductor Canal Block
NCT02126085,Acute Ischemic Stroke
NCT00758017,Chronic Low Back Pain
NCT02126852,Observation of Neuromuscular Block
NCT02126852,Respiratory Paralysis
NCT02126852,Anaesthesia
NCT00758277,Alcohol Dependence
NCT00758277,Alcoholic Relapse
NCT02129400,Healthy Volunteers
NCT00761059,Analgesia
NCT00761475,Incisional Hernia Occurence
NCT02134457,Retinopathy of Prematurity (ROP)
NCT02134769,Infection
NCT02135926,Ischemic Stroke
NCT02137798,Atrial Fibrillation
NCT00763659,Age Related Maculopathy
NCT02138552,Gingivitis
NCT00764933,Anxiety
NCT00765323,Acromegaly
NCT00765830,"Diabetes Mellitus, Type 2"
NCT00765830,Renal Insufficiency
NCT02142231,Test Anxiety
NCT02142231,Experimental Setting (Trier Social Stress Test TSST)
NCT02143427,Oppositional Defiant Disorder
NCT02144870,Tic-Disorder
NCT02148770,Obesity
NCT02148770,Eating Behaviour
NCT02149238,Cardiovascular Diseases
NCT00769457,Heart Failure
NCT02153294,Ventilator-free Days
NCT00770783,Major Depression
NCT02156661,Healthy Males
NCT02158468,ST-elevation Myocardial Infarction
NCT00774072,Cystic Fibrosis
NCT00774072,Pseudomonas Aeruginosa
NCT02163863,Peripheral Arterial Disease
NCT00776633,Coronary Artery Disease
NCT00776633,Atrial Fibrillation
NCT00779597,Pain
NCT00779597,Cancer
NCT00783120,Schizophrenia
NCT00783159,Frailty
NCT00783159,Sarcopenia
NCT02175953,Caregiver Burden of People With Dementia
NCT00785109,Aortic Valve Calcification
NCT00785330,Non-Hodgkin's Lymphoma
NCT02178631,Severe Depressive Symptoms
NCT02181101,Breast Neoplasms
NCT02189408,Knee Osteoarthritis
NCT02189408,Cartilage Damage
NCT02189408,Meniscal Tear
NCT00792220,Stroke
NCT00794326,Chronic Kidney Failure
NCT02196545,Dementia
NCT02196896,Depression
NCT02197546,Pain
NCT02197546,Distress
NCT02197546,Satisfaction
NCT02199106,Chronic Tinnitus
NCT00795964,Pulmonary Function
NCT00796354,Constipation
NCT02203461,Insulin Resistance
NCT00798525,Heparin Induced Thrombocytopenia (HIT)
NCT02207582,Depression
NCT02213367,Chronic Urticaria
NCT00802425,Hearing Loss
NCT02217657,Persistent Atrial Fibrillation
NCT00803309,"Hepatitis C, Chronic"
NCT00804102,Retinitis Pigmentosa
NCT00804102,Macula Off
NCT00804102,Primary Open Angle Glaucoma
NCT00804102,Hereditary Macular Degeneration
NCT00804102,Treated Retina Detachment
NCT00804102,Retinal Artery Occlusion
NCT00804102,Retinal Vein Occlusion
NCT00804102,Non-Arthritic-Anterior-Ischemic Optic-Neuropathy
NCT00804102,Hereditary Autosomal Dominant Optic Atrophy
NCT00804102,Dry Age Related Macular Degeneration
NCT00804102,Ischemic Macula Edema
NCT02220517,Prostate Cancer
NCT02222051,Neck Pain
NCT02222675,Breast Surgery
NCT02223091,Breast-cancer
NCT02223767,Phobia
NCT00807300,Hepatocellular Carcinoma
NCT02227550,Atrial Fibrillation
NCT00810472,Corneal Diseases
NCT00810992,Coronary Artery Disease
NCT00811291,Healthy
NCT00811421,Pregnancy
NCT00811421,Malaria
NCT00811421,HIV Infections
NCT00811668,Heart Diseases
NCT00811668,"Sleep Apnea, Central"
NCT00811668,"Sleep Apnea, Obstructive"
NCT02238392,Paroxysmal Atrial Fibrillation
NCT02247180,Alzheimer's Disease
NCT00816660,Von Willebrand Disease
NCT02251470,Stroke
NCT02253563,Parkinson's Disease
NCT02260115,Tissue Adhesions
NCT02262442,Flexible Bronchoscopy
NCT00822068,Aphasia
NCT00822068,Stroke
NCT00822393,Acute Myeloid Leukemia
NCT00822393,Myelodysplastic Syndrome
NCT02272036,Colon Cancer
NCT00831688,Meniere's Disease
NCT00832039,Severe Sepsis
NCT00832039,Septic Shock
NCT00833612,Acute Myocardial Infarction (AMI)
NCT00833768,Chronic Kidney Disease
NCT00833768,Hyperphosphatemia
NCT02295462,Dementia
NCT00837564,Chronic Depression
NCT00837603,Transposition of Great Vessels
NCT02297334,Coronary Artery Disease
NCT02297334,Heart Valve Diseases
NCT02297646,Health Status
NCT02297646,Maximal and Submaximal Parameters of Physical Performance
NCT00841256,Allergic Rhinoconjunctivitis
NCT02307396,Schizophrenia
NCT02307396,Schizophrenia and Disorders With Psychotic Features
NCT02307396,Schizoaffective Disorders
NCT00843297,Cardiac Arrest
NCT00843297,Hypothermia
NCT00844142,Moderate to Severe Active Axial Spondyloarthritis
NCT02313493,Mental Disorders During Pregnancy
NCT00847444,Breast Cancer
NCT02318810,Complication of Ventilation Therapy
NCT02318810,Observation of Neuromuscular Block
NCT02321813,Quality of Life
NCT02321813,Colorectal Neoplasms
NCT00849667,Ovarian Cancer
NCT02322502,Anesthesia With Use of LMA (Laryngeal Mask Airway)
NCT00850629,Obesity
NCT00850629,Weight Loss
NCT00850629,Weight Gain
NCT00850629,Hormone Disturbance
NCT00850629,Adipose Tissue
NCT00850629,Insulin Resistance
NCT00850629,Skeletal Muscle
NCT00852670,Plaque Psoriasis
NCT00862511,Osteoarthritis
NCT00862511,Metal Ion Levels
NCT00867672,Acute Myeloid Leukemia
NCT00867750,Hepatocellular Carcinoma
NCT00869726,Secondary Progressive Multiple Sclerosis
NCT00872612,Sarcoidosis
NCT00872716,Specific Phobia
NCT00874107,Non-Small Cell Lung Cancer
NCT00875914,Atrioventricular Nodal Reentry Tachycardia
NCT00875914,Radiofrequency Ablation
NCT00875992,Tibial Fractures
NCT00876720,Tinnitus
NCT00880724,Chronic Obstructive Pulmonary Disease
NCT00882375,Smoking Cessation
NCT00889343,Colorectal Neoplasms
NCT00891826,Bipolar Disorders
NCT00893373,Acute Myeloid Leukemia (AML)
NCT00893867,Acute Ischemic Stroke
NCT00895609,Neuromuscular Block
NCT00895778,Neuromuscular Blockade
NCT00902876,Gingival Recession
NCT00902889,Huntington's Disease
NCT00902941,Parkinson´s Disease
NCT00906763,Parkinson's Disease
NCT00908362,Smoke-related Lung Diseases
NCT00908362,Chronic Obstructive Pulmonary Disease
NCT00913029,Eye Diseases
NCT00913029,"Glaucoma, Open-Angle"
NCT00913029,Glaucoma
NCT00915252,Acute Myeloid Leukemia
NCT00916409,Glioblastoma Multiforme
NCT00917046,Heart Failure
NCT00918619,Hemostasis
NCT00918619,Liver Surgery
NCT00919295,Fibromyalgia Syndrome
NCT00920504,Neoplasm Metastasis
NCT00923793,Skull Defects
NCT00923793,Cranioplasty
NCT00924989,Adrenocortical Carcinoma
NCT00927173,Major Depressive Disorder
NCT00927836,Acute Ischemic Stroke
NCT00928915,Intracranial Hemorrhages
NCT00932100,Acute Coronary Syndrome (ACS)
NCT00932971,Hepatitis D
NCT00933218,Inflammation
NCT00933218,Heart Failure
NCT00933218,Sudden Cardiac Death
NCT00934687,Depression
NCT00938743,Attention Deficit Hyperactivity Disorder
NCT00940095,Aneurysmal Subarachnoid Hemorrhage
NCT00941213,Fractures of Vertebral Bodies
NCT00941460,Glioblastoma
NCT00947414,Cellulite
NCT00947414,Microcirculation
NCT00950274,Myocardial Ischemia
NCT00950274,Coronary Artery Disease
NCT00952458,Gastrointestinal Endoscopy
NCT00952458,Sedation
NCT00953108,Major Depression
NCT00955565,Hip Fracture
NCT00956566,Obesity
NCT00958750,Androgenetic Alopecia
NCT00958750,Female Pattern Hair Loss
NCT00970437,Chronic Major Depressive Disorder
NCT00973609,Colorectal Neoplasms
NCT00974077,Depression
NCT00974155,Depression
NCT00974506,Geriatric Patients
NCT00974779,End Stage Renal Disease
NCT00976092,Myocardial Infarction
NCT00976859,Sexual Abuse
NCT00976859,Posttraumatic Stress Disorder
NCT00977925,Soft Tissue Bleeding
NCT00979056,Diarrhoea
NCT00979719,Pain
NCT00979719,Osteoarthritis
NCT00979719,Rheumatoid Arthritis
NCT00979719,Heart Diseases
NCT00979719,"Diabetes Mellitus, Type 2"
NCT00979719,Behavior
NCT00979719,Motivation
NCT00983151,Premature Ejaculation
NCT00985634,Off Pump Coronary Artery Bypass Surgery
NCT00986323,Asthma
NCT00986752,Peripheral Vascular Diseases
NCT00987077,Central Serous Chorioretinopathy
NCT00987077,Selective Retina Therapy
NCT00987324,Heart Disease
NCT00987324,Ischemia
NCT00987324,Restenosis
NCT00987532,Obesity
NCT00987532,Physical Activity
NCT00988754,Obesity
NCT00988754,Cardiovascular Risk
NCT00991211,Non-Hodgkin Lymphomas
NCT00991211,Follicular Lymphomas
NCT00991211,Immunocytomas
NCT00991211,Lymphocytic Lymphomas
NCT00991211,Marginal Zone Lymphomas
NCT00993408,Pulmonary Arterial Hypertension
NCT00993681,Travelers' Diarrhea
NCT00993980,Low Back Pain
NCT00995852,Pulmonary Emphysema
NCT00996463,Wound Healing
NCT00996554,Colo-colonic Anastomoses
NCT00996554,Ileo-colonic Anastomoses
NCT00997841,Cardiac Surgery
NCT00997841,Coagulation Management
NCT00998439,In-Stent Restenosis
NCT00998556,Peripartum Cardiomyopathy
NCT00998907,Wound Infection
NCT00998907,Incisional Hernia
NCT00999856,Diabetes Care
NCT01011322,Ulcerative Colitis
NCT01011322,Large Intestine
NCT01011322,Diarrhea
NCT01011322,Abdominal Pain
NCT01011920,Central Nervous System Lymphoma
NCT01013259,Rhinoconjunctivitis
NCT01014507,Hodgkins Lymphoma
NCT01019434,Brain and Central Nervous System Tumors
NCT01020630,Adenocarcinoma
NCT01025167,Enteral Nutrition
NCT01029067,Delusions
NCT01029067,Schizophrenia
NCT01035190,Bronchopulmonary Dysplasia
NCT01035242,Obsessive-Compulsive Disorder
NCT01038804,Breast Cancer
NCT01039103,Acute Exacerbation of Remitting Relapsing Multiple Sclerosis
NCT01039103,Clinically Isolated Syndrome
NCT01041950,Intracerebral Hemorrhage
NCT01041950,Obstructive Hydrocephalus
NCT01045746,Distorted; Balance
NCT01047891,Ovarian Cancer
NCT01049100,Cervical Cancer
NCT01049399,Progressive Supranuclear Palsy
NCT01049607,Hepatic Resection
NCT01049971,Colorectal Surgery
NCT01049971,Wound Infections
NCT01050686,Presence of Ileostomy
NCT01055119,Attention Deficit Hyperactivity Disorder
NCT01056744,Stents
NCT01056744,Neointimal Proliferation
NCT01057043,Osteoarthritis of the Knee
NCT01058343,Systemic Lupus Erythematosus
NCT01058980,Paroxysmal Atrial Fibrillation
NCT01058980,Pulmonary Vein Isolation
NCT01058980,Dormant Pulmonary Vein Conduction
NCT01059266,Allergic Rhinitis
NCT01059266,Allergic Rhinoconjunctivitis
NCT01060501,Rectal Cancer
NCT01061229,Healthy Subjects
NCT01061931,Symptomatic Paroxysmal Atrial Fibrillation
NCT01065311,Chronic Major Depression
NCT01065337,Diabetic Foot
NCT01065935,Respiratory Syncytial Virus Infections
NCT01066962,HIV Infections
NCT01067703,Myocardial Injury
NCT01067703,Mortality
NCT01068106,Coronary Heart Disease
NCT01070849,Low Back Pain
NCT01071837,Glioblastoma Multiforme
NCT01072305,ENT Surgery
NCT01072474,Hypoxemia
NCT01072474,Complications
NCT01073917,Atelectasis
NCT01074697,Nausea
NCT01074697,Vomiting
NCT01074697,"Genital Neoplasms, Female"
NCT01079104,Liver Dysfunction
NCT01079104,Critical Illness
NCT01079442,Colectomy
NCT01080690,Abdominal Pain
NCT01083030,Peripheral Artery Disease
NCT01083394,Peripheral Vascular Disease
NCT01086839,Cystic Fibrosis
NCT01086839,Rhinosinusitis
NCT01088620,"Carcinoma, Non-Small-Cell Lung"
NCT01092533,"Uveitis, Intermediate"
NCT01094080,Infant Nutrition
NCT01094145,Alzheimer Disease
NCT01097434,Coronary Heart Disease
NCT01097967,TIA
NCT01097967,Ischemic Stroke
NCT01098656,Lymphoma
NCT01101139,Neuromuscular Blockade
NCT01101399,Iron-Deficiency Anemia
NCT01105143,Weight Loss
NCT01105143,Obesity
NCT01105143,Skeletal Muscle
NCT01105143,Insulin Sensitivity/Resistance
NCT01105351,the Effect of MTHFR C677T on Folate Metabolism
NCT01106365,Multiple Sclerosis
NCT01106820,Breast Cancer
NCT01106820,Cancer-related Fatigue
NCT01108146,Posttraumatic Stress Disorder
NCT01110720,Progressive Supranuclear Palsy
NCT01114165,Hematologic Diseases
NCT01114165,Neutropenia
NCT01114165,Febrile Neutropenia
NCT01114165,Sepsis
NCT01115192,Blepharitis
NCT01117519,Hemodynamic Instability
NCT01117597,Healthy
NCT01117818,Alzheimer's Disease
NCT01119261,Venous Thromboembolism
NCT01119261,Atrial Fibrillation
NCT01119274,Venous Thromboembolism (VTE)
NCT01119274,Atrial Fibrillation (AF)
NCT01119300,Venous Thromboembolism
NCT01119300,Atrial Fibrillation
NCT01119469,Hypochondriasis
NCT01119469,Somatoform Disorders
NCT01123473,Adenocarcinoma of the Gastroesophageal Junction
NCT01123473,Gastric Cancer
NCT01124214,"Barrett's Esophagus, Esophageal Intraepithelial Neoplasia"
NCT01137305,Delivery of Health Care
NCT01137968,Non-small Cell Lung Cancer
NCT01143233,Disturbance of Growth
NCT01145092,Type 2 Diabetes Mellitus
NCT01145092,Insulin Resistance
NCT01145404,GastroEsophageal Cancer
NCT01146444,Cutaneous Lupus Erythematosus
NCT01147939,Acute Myeloid Leukemia (AML)
NCT01148264,Emesis
NCT01149109,Glioblastoma
NCT01153139,Major Depression
NCT01159366,NSTEMI
NCT01163734,Diastolic Heart Failure
NCT01164059,Schizophrenia
NCT01166243,Hemorrhage
NCT01167075,Critical Illness
NCT01167075,Adult
NCT01167075,Sepsis
NCT01167075,Systemic Inflammatory Response Syndrome
NCT01168791,Soft Tissue Sarcoma
NCT01171274,Neck Pain
